text,label,gru_pred,cnn_pred,bert_pred
@dowwhiz hmmmm Do I haaaaaave to guess? ,0,1,1,0
@david6117 thanks for the invite! ,0,1,1,1
No aquarius so far    All by my lonesome,0,1,1,1
Happy Star Wars Day. May the 4th be with you!  Nice that we get a holiday to celebrate  #fb,1,1,1,1
"I finished my South Park history project! Bahahaha, one of the dumbest things i've ever made ",1,1,1,0
@NixiePixel I wish I could stop president Bush from killing so many innocent people in Iraq ,0,0,0,0
@steaminlt24 I love mr. Thomas!!! He really does always hook it up ,1,1,1,1
Damn my foooot fucckin hurts and my back hurts  i neeed a masssage,0,0,0,0
"@LornaRamsey Another one just rang in, but she requested Muse  Boo to historians' taste in music this time!",0,0,0,0
lol just was at dining and we had aboggest splat compotition ouchies i didn't win though  lol,0,0,1,0
@cassieventura http://twitpic.com/3vlwb - OHHH I WISH BE THERE .... ,0,0,0,0
Trying to synchronize twitter and facebook..can't we just all get along ,1,1,0,0
@digthemoment so stick with the storm  I may actually get the tour....but I love blackberries! Any suggestions cuz I want an iPhone,0,0,1,1
@FxNxRl Can you bring your camera to the meeting? I forgot mine at home.... ,0,0,0,0
@dinafragola Oh pity!  But there are some great brush cleaner who could maybe do the trick?,0,1,1,0
@caitdog13 lucky! been beggin for jury duty for years...they dont ever send me notices! just notices for other people to my address! ,0,0,0,0
I am still sick  agh no fun,0,0,0,0
"@wickedground oh man, there's a startrek_crack comm, I'm totally suggesting our fairytale idea there ",1,0,0,0
G'mornin everyone!  Feelin a bit better this morning ,1,1,1,0
"finally, i have uploaded my documentary to an external site... message me for link and password!!!  ",1,1,1,0
"@hoperana nigel really enjoyed it, but he's got a big scratch on his side that inexplicably appeared afterwards... ",0,1,1,1
is struggling today.. ,0,1,1,0
@missdaisymusic LOL thanks for that! You should go have a look ,1,1,1,1
A show about fat people dancing. Because everything is funnier when fat people do it? ,0,0,1,1
@kyleastadig omg! That sounds horrible.  I hope you feel better soon! Jeeze...did you look up the symptoms online?? Maybe that will help.,0,0,0,0
So my family is leaving for france tomorrow.... without me ,0,0,0,1
needs desp. help in debugging a website in Action Script 3 ,0,1,1,0
I just cracked up white lightning...  everybody is fine. i'll figure my way out of this one as I always do.,0,1,1,0
@Kevirus I will! Next year  It'll go by fast again though. I need to start to research colleges again.,0,0,0,0
@VIPforLife of course it was a joke  We're all so tired and nobody wants to work. So everybody said &quot;I want the bed&quot;,1,0,0,0
@deadra Pi̱ata came back last night. I am an old cat man. ,0,0,0,1
@nmcgivney As for harbingers...them &amp; portents can sod off.  Each time I get smthng for the garden it rains for weeks. Got a tomato plant ,0,0,0,0
@dickie_dirt Glad you got it sorted ,1,1,1,1
http://twitpic.com/3nf8m - at work ,1,0,0,0
In for the night... Tonight's not good... ,0,1,1,1
Looks like Ben and jerrys is gonna be the only bj I get today ,0,1,1,1
I want my book alreadyyy... L.A. CANDY  Ahh so excited hopefully i get to go on june 16!!!!,1,1,1,1
"@Don_J i soo dont wanna work tmrw!  ...only on a half day tho so hopefully the sun will stay out for me! Gonna go get showered, tweet l8rs",0,0,0,0
"Berlin update: Still using internet cafe, ",0,0,0,0
"Sweet. I am now filled with glee having signed up in Krav Maga with the witch, sarah &amp; carrie ann. ",1,0,1,1
Do it now.. you know who you are! ,1,1,1,1
Goodnight everyone. God is so good  i love him so very very much ,1,1,1,1
"is sad, my iPhone is broken ",0,0,0,0
"@penreyes You can never go wrong with an extra set of diamond earrings, especially for free   http://bit.ly/gbPLU",1,1,0,0
@30SECONDSTOMARS Woooo! How many songs left untill its complete? Getting excited now....MARS IS COMING ,1,1,1,0
@girlfriend01 i dont think the cough eva reaaly went away. It was just hiding...n i found it. ,0,0,0,0
doesn't think she's going to get the only thing she REALLY wants for her birthday... ,0,0,0,0
"And i love @sarakiesling because she is awesome and replies to my tweets  next time youre at a show im at, i need to meet you!  MN wins.",1,1,1,0
@AravindJose yeah.. the features of mixero can be overwhelming for a first timers ,1,1,1,1
@stephaniemm Aw that's too bad ,0,0,0,0
@gblock messenger.live.com ? ,1,1,1,1
Bout to get dressed 4 the day...thinkin a cute dress and sandals...2 bad I'm dressing 4 work ,0,0,0,0
I think moving brings out the worst in some people.. ,0,0,0,0
humm .. well im on msn and doing my english  um.. missing my best friend i guess lol,0,0,0,0
Wouldve had a show today but i fucked up on blogtv  dont worry folks ill be back live soon,0,1,0,0
@DizzyBalloon Alexandra Sautter  i'm friends with you on facebook!,1,1,1,1
Ohh @RebeccaMasters is going on holiday today and leaving me  I will miss herrr &lt;3,0,0,0,0
"@sentricmusic No, I believe it was 'a cast-off' ",0,1,1,1
@ngneil Could you send some star defense promo materials my way? tigercat212@me.com Thanks! ,1,1,1,1
@dinno Talk to your dad about it  its tried and tested method. Thats how I got N82 from mom ,1,0,0,0
and i couldnt audition fr a web show!.i didnt get a part! ,0,0,0,0
ughh so upset about my grades this semester   ,0,0,0,0
Brave little big girl has a staph infection!! ,0,1,1,0
@sgilbert6 Of course! We'll make an event out of it. @rybro767 is really going to miss out ,0,0,0,0
"@frankieshakes Yeah  Another 3 years.. but I'm only 3 months in, so it wasn't a biggie",0,0,0,0
@beckywilliams06 tomorrow  I'm not happy.,0,1,1,1
It's my b'day ,1,1,1,1
@sugarrae i thought you would win!  Fabulously40 have some bots on her side? ,1,1,1,1
says gudevening evryone.  (dance) http://plurk.com/p/11bzl9,1,1,1,1
#asylm is showing up on trending topics for me now!! ,1,0,0,0
Yes! Kris to the finale! ,1,1,1,1
This sucks. Can't believe I'm not playing tonight ,0,0,0,0
ups. Am scris articol ce va fi publicat intr-o revista si scrisesem ca vreau link pe &quot;bookblog.ro&quot; ) My bad ,1,0,0,0
@LeCapitainesexy ,1,1,1,1
@DrPostALot  sucks,0,0,0,0
"@shackpank Pens, what are they? Well done on finishing Uni. All done now, just wait for the grade ",1,1,1,0
Ooopsies!! I just realized that I never check my updates mentioning me and I look like a B**** for not responding...sorry ya'll! ,0,1,1,0
wish i was in kiama ,1,0,0,1
5 hours sleep tonight.. I was worried sick! But who cared.. ,0,0,0,0
"@Bellabellini - Yeah I know they are fuck annoying with that... But it,s such good promo... I lost some contacts for business in there ",0,0,0,0
"is @ school, we're gonna learn how to use skype ",1,1,1,0
Will probably crack 100 followers today. Will probably be a porn spammer  Do most peeps block or just ignore fake/spam/porn followers?,0,0,0,0
@i_DOMINATE after today ( big test duhhh ) its ALLL GOOD!!! i think the 1 more week is a waste of time... but whatever ,0,1,1,0
"@EmmaMarieJo good lord no, there is nothing about him which is gay ",0,0,1,1
Regen am Southside. ,0,1,1,1
 Three more years.,0,0,1,1
@quinncy heh heh heh  ,1,1,1,0
Apparenty it's not test takin' time. I'm early! ,0,0,1,0
@jennypoynter they do  were just amazing. He should reply to us and tell us what inspirations we are to him,1,1,1,1
"@Caprica @ktml I've submitted a 3.0 compatible version of MoloPix to Apple, but still not approved... ",0,0,0,1
"@ScruffyPanther cool  i was never good at languages, got a C in french at GCSE! x",1,1,1,1
Jamba Juice cures my pain!!! Yummers!! ,1,0,0,1
Good morning tweople! I am looking forward to yet another day of SharePoint writing and research ,1,1,1,1
did great at the performance at san antonio. Its raining and we might not in to fiesta texas.  http://tinyurl... http://tinyurl.com/pe8mgj,0,0,1,1
"To be honest i couldnt give a flying fuck-a-roo who wins britains got talent. Had a nice day,pissed off now tho  FUCKS SAAAAAAKE!!!",0,1,1,0
this is murder: http://tinyurl.com/l3v62r i'm so sorry. our thoughts are with you all! #iranelection #gr88 i wish we could do more ,0,0,0,0
@kristenstewart9 well that's what happens when your drunk and disorderly hehe! ,1,1,1,0
Still eating cupcakes  http://twitpic.com/3pch1,1,0,0,0
"@kymmiegrizz yeahh, but i had to share it ",0,1,1,0
@catchmybreathh so my hair is much lighter than the hair. kind of awkward ,0,1,1,0
These new medications are making me incredibly sick. I can't stop shaking. ,0,0,0,0
screw the celtics &amp;&amp; big baby davis. ,0,1,1,0
@StuckInLaLaLand Me too! I don't know if I could wait much longer. hehe. ,1,0,0,0
Im off to bed  ill catch you guys on tomorrow. thin positive thoughts (about me if you like) and keep it real. Night ppl!,1,0,1,0
finally i read my biology book  omg its so dusty i think its contain hundreds of bacteria if i look under the microscope in high power,1,0,1,0
@ddsnorth No problems!  ,1,0,0,0
someone give me a song request pleeeeease! Im running out of ideas! ,1,1,1,0
@AnneKinLA - cool deal will be on my way in about 40 seconds ,1,1,1,1
My inner fashionista is screaming but I'm actually buying dorky teva-y sandals. Functional fashion. This is the hardest pill to swallow. ,1,0,1,0
@geneeeva he always has good words..... Even during an earthquake. My genius boy. ,1,1,1,1
@skinnylatte I share your frustrations... ,0,1,1,0
Sauce and Yogurt Builderz... of course. ,1,1,1,1
@SarrahRae HAHAH you know you loved the hannah montana movie  it was aweesome,1,1,1,1
At collage cant wait for lunchtime ,1,0,0,0
@ariyaly ,0,1,1,1
sooooo tired have loads to do in the morning...ugh! night ,1,0,0,0
"Signing off &amp; going to work.Just had some shuteye, didn't get enough last night. Big day tomorrow, grandchild #7 arriving. Goodnight ",1,1,1,0
"@enslaved2564 *huggles*  If I was there, I would give you a big tight hug. ",0,1,1,1
How hard is it to find the court hearing transcript of Metallica and Napster? I only found 3 pages of it ,0,1,0,0
@SuRfInG_rOcKs are you saying ur sisters a baby cuz she said her favorite show is hannah montana ,1,1,1,1
@Blockpartypress Oh man  So sorry about your camera woes! ((hugs)) for you!,0,0,0,0
Social work class. Good morning ,1,0,1,1
@Strok Have fun on the sleeper ,1,1,1,1
@ab_p multitasking. thats what i like to see ,1,1,1,1
A big thank you to everyone who answered my question about Facebook Fan Pages.  You guys are awesome,1,1,1,1
"@ahoova Good for you, girl! ",1,1,1,1
@lownleeeynjul sorry dozed offf! lol so hi... ,1,0,1,0
@Fanny57 I did miss you!  Nice to meet ya btw ,1,1,1,1
thinks @richd78 should stop sending him work to do ,0,0,0,0
"installed our new dmx-interface yesterday and it rocks! no more latency, and the additional dmx-in has already proven to be very useful ",1,1,1,0
I hurt so much. Fragile heads need great big cuddles. Owwwww. ,0,0,0,0
"Of those applying to be Enforcers this year, would anyone like to work alongside moi? ",1,0,0,0
wow SUNDAY!! about to take a little napski ... even tho i woke up like 2 hours ago! ,1,0,1,0
Graces dad is dead and Grace didnt even get 2 make things right with her dad! Awwe! ,0,0,0,0
Agh. Exams suck. ,0,0,0,0
Watching tv with jaz and jess. Sooo bored! Gah! Come chilllll  Tonight at retro was hella fun  Bidwellll yes!,1,1,1,0
@InfinityAli lls the one about pussy and half the money ,1,0,0,0
watching Conan's new show    ,1,1,1,1
the connex here is sooooooo bad  i cant tweetttttttttt,0,0,0,0
i'm sick as a dog :| is that the right saying to use when u have just barffed yir load and feel like shit ? :| ,0,0,0,0
Just added two new flyers to the portfolio. www.marcoahmier.com - click the &quot;print&quot; tab. ,1,1,1,0
@SAFiesta thanks for the credit ,0,1,1,1
@wonder_nat Aww thanks ((hugs back)) Just feel really down  Nevermind! I will ok later I'm sure!,0,1,1,0
"@EveEveEve I'm sorry to hear it, you don't deserve that  ",0,0,0,0
meeting friends = yay  .. off to that now!,1,1,1,1
"thinks the cheesecake was a total disaster  Feel like crying now, gunna taste like rubbish for my daddy tomorrow ",0,0,0,0
@officiallmiley ok.when you text them could you ask them to post ur name on their @ddlovato account and @selenagomez account pls. ,1,1,1,0
"@elainep8 OK, e. U've got a smart phone thing. It's time you got with the Twitter deal. You'll really like it! Yes, you will! ",1,1,1,1
@o2zone @bocahmiring @taufikn good morning too!! ,1,1,1,1
"@nicole___x oh! hiii cassie  ask her if shes catching the bus, even though i know she already is!!! lull",1,0,0,0
Its a beautiful day outside. Awake too early. Walking to work. Working 1130 to 900 ,1,0,1,0
@lemonhouse  best wishes Mr House,0,0,0,1
I just want my pants ,0,0,0,1
If you didnt read my blog by now: http://igberry.wordpress.com  thank you ,1,1,1,0
bed time. early start tomorrow ,0,0,1,1
Ugh why am I up @ 5:50am. Not feeling so good. ,0,0,0,1
twitter keeps making me refresh it. it's not making me happy ,0,1,1,1
"I'm kinda in a sad mood, for blue skies is not helping much... such a sad song. ",0,0,0,0
bus is late don't tell me i have to drive today ,0,0,0,0
swamped! tired! ,0,0,0,0
My love to everybody that came thru to show support  We gave an electrified show!!! I'm floatin floatin on a whirlwind of inspiration...,1,1,1,1
@nealkido I totally waved as some guy I thought was you this morning at the beach. ,0,1,1,1
@Matt_D_ sort your sleeping habits out ,1,1,1,0
Moving tomorrow and Thursday.  Good bye Sarasota.,0,1,1,1
right im out of here peeps.. i hope @twitter fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail,0,0,1,0
uninstalling sims2 to make room for sims3... i have no life ,0,1,1,0
@jordanknight ...Italian??? do you like itay sweet? do u see tha beautiful pics of Blockheads roman meeting???  Please check it!,1,1,1,1
@mikeyllorin: I love your cover on Toycon! Hahahaha. I miss you na talaga. ,0,0,1,1
"@waggyee Haha nope, I was serious! Hm she might! Except i'm cooking my own dinner now! Tomorrow i'm making tofu fajitias! ",1,1,1,0
Chips for lunch!  Though carb rush might be not so good for the alertness.,1,1,1,0
No one noticed my cut and bruised face at the marina so I couldn't use  the &quot;my wife is an animal&quot; defense ,0,0,0,0
groceries then study ,0,0,0,0
@megaerathefury really  miss? tingala ko man short kay. but Mr. Bean's Holiday is hilarious. i love it. ,1,1,0,0
"Was in so much pain today, took pain meds n ended up sleepin all day. ",0,0,0,0
"Sitting bored because without xbox live, I can't play ffxi ",0,0,0,0
In line at panda express.  ,0,1,1,1
Cara to Nina: aww bless  got anymore exams today? xx,0,0,0,0
Wishes she was more confident ,0,0,0,1
Oh what! My tutor place is being shutdwn? Now I have to go some place in DB! MotherEFFER  who's going to the lakers parade?!,0,1,1,0
i find Multiply's new interface nice. ,1,1,1,1
is about to go down to Bristol Design Festival in the sun   #bdf09,1,1,1,1
"@marinealways No, really can't wait to see New Moon ",1,1,1,0
"BRB Tweets, got to check my blood sugar again! ",0,1,1,0
"and my tired radiooo, keeps playing tired songs ",0,0,0,0
"@ethicalsoap me too, think it's cos the sunshine has gone away ",0,0,0,1
"@JohnHLynn Now it let me upload a pic, but I don't have one of myself in the PC ",0,0,0,0
@jimbell1974 completely sucks.  I have started blogging my experience if you want a read. http://kelzfirstblog2009.blogspot.com/,0,0,0,0
"@bilbar well, since you're there I could really use a green tea here if you don't mind... ",1,0,1,0
